Sr_No,Hospital_Name,State,District,Pincode,Ambulance_Phone_No,State_ID,District_ID
28222,R. C. Hospital,Uttar Pradesh,Chandauli,232101,0,9,196
28223,Shailja Nursing Home,Uttar Pradesh,Chandauli,232101,0,9,196
28224,Swami Vivekanand Hospital,Uttar Pradesh,Chandauli,232101,0,9,196
28225,Yatharth Hospital,Uttar Pradesh,Chandauli,232101,0,9,196
28226,Chc Chakia,Uttar Pradesh,Chandauli,232103,0,9,196
28227,Baba Clinic and Nursing Home,Uttar Pradesh,Chandauli,232104,0,9,196
28228,Mughalsarai Hospital,Uttar Pradesh,Chandauli,232104,0,9,196
28229,Chc Dhanapur,Uttar Pradesh,Chandauli,232105,0,9,196
28230,Jankikund Chikitsalaya,Uttar Pradesh,Chitrakoot,210204,0,9,171
28231,Sadguru Sewa Trust,Uttar Pradesh,Chitrakoot,210204,0,9,171
28232,Aditya Hospital,Uttar Pradesh,Deoria,274001,0,9,190
28233,Azad Nursing Home,Uttar Pradesh,Deoria,274001,0,9,190
28234,Chc Lara,Uttar Pradesh,Deoria,274001,0,9,190
28235,Deoria Eye Hospital,Uttar Pradesh,Deoria,274001,0,9,190
28236,K D Hospital,Uttar Pradesh,Deoria,274001,0,9,190
28237,Mahadeva Hospital and Maternity Home,Uttar Pradesh,Deoria,274001,0,9,190
28238,Mahila Hospital,Uttar Pradesh,Deoria,274001,0,9,190
28239,Sanjeevani Hospital,Uttar Pradesh,Deoria,274001,0,9,190
28240,Chc Bhalauni,Uttar Pradesh,Deoria,274182,0,9,190
28241,Shivam Hospital,Uttar Pradesh,Deoria,274201,0,9,190
28242,Chc Gauribazar,Uttar Pradesh,Deoria,274202,0,9,190
28243,Chc Guri Bazar,Uttar Pradesh,Deoria,274202,0,9,190
28244,Chc Rudrapur,Uttar Pradesh,Deoria,274204,0,9,190
28245,Chc Pathherdev,Uttar Pradesh,Deoria,274404,0,9,190
28246,Chc Sakaldeeha,Uttar Pradesh,Deoria,274404,0,9,190
28247,Savitri Nursing Home,Uttar Pradesh,Deoria,274502,0,9,190
28248,Chc Salempur,Uttar Pradesh,Deoria,274509,0,9,190
28249,Chc Barhazi,Uttar Pradesh,Deoria,274601,0,9,190
28250,Chc Bhagalpur,Uttar Pradesh,Deoria,274602,0,9,190
28251,Chc Bhatni,Uttar Pradesh,Deoria,274701,0,9,190
28252,Chc Bhatpararani,Uttar Pradesh,Deoria,274702,0,9,190
28253,Dr.Ashutosh Gupta,Uttar Pradesh,Etah,207001,0,9,201
28254,Etah Nursing Home,Uttar Pradesh,Etah,207001,0,9,201
28255,Fracture and Accident Nursing Home,Uttar Pradesh,Etah,207001,0,9,201
28256,Gautam Nursing And Maternity Home,Uttar Pradesh,Etah,207001,0,9,201
28257,J P Hospital and Maternity Home,Uttar Pradesh,Etah,207001,0,9,201
28258,Sewadham Hospital,Uttar Pradesh,Etah,207001,0,9,201
28259,Suryansh Hospital,Uttar Pradesh,Etah,207001,0,9,201
28260,Yadav Hospital,Uttar Pradesh,Etah,207001,0,9,201
28261,Chc Nidhauli Kalan,Uttar Pradesh,Etah,207122,0,9,201
28262,Jai Nursing And Maternity Home,Uttar Pradesh,Etah,207123,0,9,201
28263,Kalawati Hospital,Uttar Pradesh,Etah,207123,0,9,201
28264,Chc Patiyali,Uttar Pradesh,Etah,207243,0,9,201
28265,Chc Aliganj,Uttar Pradesh,Etah,207247,0,9,201
28266,Chc Jalesar,Uttar Pradesh,Etah,207302,0,9,201
28267,Chc Marhara,Uttar Pradesh,Etah,207401,0,9,201
28268,Chc Soro,Uttar Pradesh,Etah,207403,0,9,201
28269,Aditya Hospital and Heart Care Centre,Uttar Pradesh,Etawah,206001,0,9,161
28270,Chandrakiran Hospital,Uttar Pradesh,Etawah,206001,0,9,161
28271,Dayal Mother and Child Hospital,Uttar Pradesh,Etawah,206001,0,9,161
28272,Dr. V.N.Radha Memorial Hospital,Uttar Pradesh,Etawah,206001,0,9,161
28273,Duveep Kiran Dispensary,Uttar Pradesh,Etawah,206001,0,9,161
28274,Giriraj Ji Hospital,Uttar Pradesh,Etawah,206001,0,9,161
28275,J K Hospital Pvt Ltd,Uttar Pradesh,Etawah,206001,0,9,161
28276,Manju Vision and Eye Care Centre Pvt. Ltd.,Uttar Pradesh,Etawah,206001,0,9,161
28277,Sant G L Hospital,Uttar Pradesh,Etawah,206001,0,9,161
28278,Saryu Devi Nursing Home,Uttar Pradesh,Etawah,206001,0,9,161
28279,Shivam Surgical Home,Uttar Pradesh,Etawah,206001,0,9,161
28280,Shivjyoti Mahila Chikitsalaya and Maternity Home,Uttar Pradesh,Etawah,206001,0,9,161
28281,Surya Serical and Maternity Centre,Uttar Pradesh,Etawah,206001,0,9,161
28282,Up Rural Institute Of Medical Science,Uttar Pradesh,Etawah,206001,0,9,161
28283,Chc Parpatti,Uttar Pradesh,Etawah,206125,0,9,161
28284,Chc Bharthana,Uttar Pradesh,Etawah,206242,0,9,161
28285,Chc Jaswant Nagar,Uttar Pradesh,Etawah,206245,0,9,161
28286,Avadh Ortho Centre,Uttar Pradesh,Faizabad,224001,0,9,177
28287,Care Hospital,Uttar Pradesh,Faizabad,224001,0,9,177
28288,Charak Health Center,Uttar Pradesh,Faizabad,224001,0,9,177
28289,Chinmay Surgical Center,Uttar Pradesh,Faizabad,224001,0,9,177
28290,Deva Memorial Medical Surgical Maternity Nursing H,Uttar Pradesh,Faizabad,224001,0,9,177
28291,Divya Lapro Endo Surgery Centre,Uttar Pradesh,Faizabad,224001,0,9,177
28292,Harshan Hriday Sansthan,Uttar Pradesh,Faizabad,224001,0,9,177
28293,Heart Care Centre,Uttar Pradesh,Faizabad,224001,0,9,177
28294,Kaushal Child Care Medical and Education Centre,Uttar Pradesh,Faizabad,224001,0,9,177
28295,Mangalam Hospital and Heart Centre,Uttar Pradesh,Faizabad,224001,0,9,177
28296,Manjusha Medical And Research Centre,Uttar Pradesh,Faizabad,224001,0,9,177
28297,Netra Jyoti Kendra,Uttar Pradesh,Faizabad,224001,0,9,177
28298,Nirmala Hospital and Maternity Centre,Uttar Pradesh,Faizabad,224001,0,9,177
28299,Nirvan Neuro Psychiatric Hospital,Uttar Pradesh,Faizabad,224001,0,9,177
28300,Seema Health Care and Research Center,Uttar Pradesh,Faizabad,224001,0,9,177
28301,Shradhha Hospital,Uttar Pradesh,Faizabad,224001,0,9,177
28302,Sunayan Eye Hospital,Uttar Pradesh,Faizabad,224001,0,9,177
28303,Sushma Hospital and Research Center,Uttar Pradesh,Faizabad,224001,0,9,177
28304,Yashlok Hospital,Uttar Pradesh,Faizabad,224001,0,9,177
28305,Ashirwad Hospital,Uttar Pradesh,Faizabad,224121,0,9,177
28306,Dr Deva Memorial Orthopedic Hospital,Uttar Pradesh,Faizabad,224121,0,9,177
28307,Chc Sohawal,Uttar Pradesh,Faizabad,224188,0,9,177
28308,Chc Bikapur,Uttar Pradesh,Faizabad,224204,0,9,177
28309,"CGHS Dispensary, Faridabad",Uttar Pradesh,Faridabad,0,0,9,178
28310,Chc Kayamganj,Uttar Pradesh,Farrukhabad,207502,0,9,159
28311,Chc Fatehgrah,Uttar Pradesh,Farrukhabad,209601,0,9,159
28312,Das Nursing Home Pvt.Ltd,Uttar Pradesh,Farrukhabad,209601,0,9,159
28313,Gurudutt Uro Hospital,Uttar Pradesh,Farrukhabad,209601,0,9,159
28314,Singh Mother and Child Care Pvt.Ltd,Uttar Pradesh,Farrukhabad,209601,0,9,159
28315,Tiwari Nursing Home,Uttar Pradesh,Farrukhabad,209601,0,9,159
28316,Akanksha Nursing Home,Uttar Pradesh,Farrukhabad,209625,0,9,159
28317,Bachani Nursing Home,Uttar Pradesh,Farrukhabad,209625,0,9,159
28318,Buddha Nursing Home,Uttar Pradesh,Farrukhabad,209625,0,9,159
28319,Eye Care and Surgical Centre,Uttar Pradesh,Farrukhabad,209625,0,9,159
28320,Farrukhabad City Hospital Pvt Ltd - Farrukhabad,Uttar Pradesh,Farrukhabad,209625,0,9,159
28321,Jeevan Jyoti Maternity and Eye Care Centre,Uttar Pradesh,Farrukhabad,209625,0,9,159
28322,Joel Hospital,Uttar Pradesh,Farrukhabad,209625,0,9,159
28323,Maya Hospital,Uttar Pradesh,Farrukhabad,209625,0,9,159
28324,Prayag Narain Multispeciality Hospital,Uttar Pradesh,Farrukhabad,209625,0,9,159
28325,R.K. Hospital,Uttar Pradesh,Farrukhabad,209625,0,9,159
28326,Chc Gursahaiganj,Uttar Pradesh,Farrukhabad,209721,0,9,159
28327,Chc Rajepur,Uttar Pradesh,Farrukhabad,209739,0,9,159
28328,Broadwell Christian Hosiptal,Uttar Pradesh,Fatehpur,212601,0,9,172
28329,Deva Nursing Home,Uttar Pradesh,Fatehpur,212601,0,9,172
28330,Fatehpur Nursing Home,Uttar Pradesh,Fatehpur,212601,0,9,172
28331,Get Well Nursing Home,Uttar Pradesh,Fatehpur,212601,0,9,172
28332,Omni Nursing Home,Uttar Pradesh,Fatehpur,212601,0,9,172
28333,Pooja Medical Centre,Uttar Pradesh,Fatehpur,212601,0,9,172
28334,Sharma Nursing Home,Uttar Pradesh,Fatehpur,212601,0,9,172
28335,Shri Ram Ratan Memorial Nursing Home - Fatehpur,Uttar Pradesh,Fatehpur,212601,0,9,172
28336,Shri Ram Sanehi Memorial Hospital,Uttar Pradesh,Fatehpur,212601,0,9,172
28337,Shyam Nursing Home,Uttar Pradesh,Fatehpur,212601,0,9,172
28338,Smita Maternity and Nursing Home,Uttar Pradesh,Fatehpur,212601,0,9,172
28339,Sri Ramratan Memorial Nursing Home,Uttar Pradesh,Fatehpur,212601,0,9,172
28340,Suman Nursing Home,Uttar Pradesh,Fatehpur,212601,0,9,172
28341,Vijay Nursing Home,Uttar Pradesh,Fatehpur,212601,0,9,172
28342,Chc Bindaki,Uttar Pradesh,Fatehpur,212635,0,9,172
28343,Dr.R.S.Verma Medical Centre,Uttar Pradesh,Fatehpur,212635,0,9,172
28344,Chc Hussainganj,Uttar Pradesh,Fatehpur,212651,0,9,172
28345,Chc Hathgaon,Uttar Pradesh,Fatehpur,212652,0,9,172
28346,Chc Khaga,Uttar Pradesh,Fatehpur,212655,0,9,172
28347,Chc Jahanabad,Uttar Pradesh,Fatehpur,212657,0,9,172
28348,Mathur Nursing Home,Uttar Pradesh,Firozabad,205135,0,9,147
28349,Singhal Nursing Home,Uttar Pradesh,Firozabad,205135,0,9,147
28350,Chc Sirsaganj,Uttar Pradesh,Firozabad,205151,0,9,147
28351,Geeta Eye Hospital,Uttar Pradesh,Firozabad,205151,0,9,147
28352,Chc Ekah,Uttar Pradesh,Firozabad,205152,0,9,147
28353,Chc Jasrana,Uttar Pradesh,Firozabad,215126,0,9,147
28354,Bansal Nursing and Maternity Home Pvt. Ltd.,Uttar Pradesh,Firozabad,283203,0,9,147
28355,Bdg Hospital,Uttar Pradesh,Firozabad,283203,0,9,147
28356,Chc Deedameilalpur,Uttar Pradesh,Firozabad,283203,0,9,147
28357,Dr. M.C. Agarwal Hospital and Research Centre (P) Ltd.,Uttar Pradesh,Firozabad,283203,0,9,147
28358,Dr. Pankaj Kulshreshta Eye Clinic,Uttar Pradesh,Firozabad,283203,0,9,147
28359,E.B.M.Hospital,Uttar Pradesh,Firozabad,283203,0,9,147
28360,Jeevan Dhara Hospital,Uttar Pradesh,Firozabad,283203,0,9,147
28361,Jeevan Jyoti Hospital,Uttar Pradesh,Firozabad,283203,0,9,147
28362,M B Nursing Home,Uttar Pradesh,Firozabad,283203,0,9,147
28363,Manglam Orthocare Centre,Uttar Pradesh,Firozabad,283203,0,9,147
28364,Om Hospital And Reasearch Centre,Uttar Pradesh,Firozabad,283203,0,9,147
28365,Chc Tundla,Uttar Pradesh,Firozabad,283204,0,9,147
28366,Aarogya Niketan Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28367,Aastitva Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28368,Aayushman Medicare Centre Pvt Ltd.,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28369,Agarwal Eye and Dental Care Center,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28370,Ajit Surgical and Maternity Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28371,Amar Medical Centre Maternity Home Eye Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28372,Anupam Jyoti Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28373,"Apollo Hospitals , Noida",Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28374,Ashwini Healthcare,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28375,Axiss Dental,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28376,Badalpur,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28377,Bakson`S Homoeopathic Centre For Allergy,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28378,Bhardwaj Nursing and Maternity Home Pvt. Ltd.,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28379,Bisaria Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28380,Care Eye Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28381,Chaturbhuj Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28382,Child Careclinic and Immunisation Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28383,City Hospital (D),Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28384,Dhar Medical Center / Shriya Medical Centre.,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28385,Dipakshi Nursing And Maternity Home / Diptakshi Eye Surgery and Medical Center,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28386,Dr. Amar J Kumar,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28387,Dr. Anil Sethi,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28388,Dr. Batra`S Homeopathy,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28389,Dr. Chauhans Orthopaedic Centre and Nursing Home,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28390,Dr. Harbhajan Singh,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28391,Dr. K. B Kakar,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28392,Dr. Malhotra`S Dental Care,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28393,Dr. P.S. Butola,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28394,Dr. R. N Jain,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28395,Dr. R.K Chauhan,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28396,Dr. Sanjeev Mangla,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28397,Dr. Vijay Krishnan G. Nair,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28398,Dr. Vineet Bansal,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28399,Dr.Gulab Gupta,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28400,Dr.Naveen Garg,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28401,Dr.S.Kumar,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28402,Dr.Sanjay K. Sharma,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28403,Family Multimedi Specialites And Research Pvt.Ltd / Family Welfare Centre Military Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28404,Friends Eye and Child Care Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28405,Garg Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28406,Garims Nursing Home Pvt Ltd,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28407,Gems Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28408,Government District Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28409,Gupta Hospital and Maternity Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28410,Guru Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28411,Holy Cross Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28412,Icare Eye Hospital And Post Graduate Institute Glaucoma Research Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28413,Indo Golf Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28414,Intercity Hospital Pvt.Ltd.,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28415,International Hospital Limited (Fortis Hospital),Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28416,Jagdamba Super Speciality Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28417,Jai Deep Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28418,Jain Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28419,Kanika Medical and Surgical Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28420,Kapoor Medicare Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28421,Life Care Orthopaedic And Maternity Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28422,Life Line Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28423,Maheshwari Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28424,Manvi Womens Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28425,Mata Kaushalya Clinicand Physiotherapy Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28426,Meera Medi Care,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28427,Mehta Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28428,Metro Centre For Liver and Digestive Diseases,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28429,Metro Heart Institute and Metro Multi Speciality Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28430,Mohan Swarup Hospital (Badalpur Charity Trust),Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28431,Monga Nursing Home,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28432,Muskan Medical Centre - Noida,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28433,Nav Jivan Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28434,Negi Eye Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28435,New Noida Fracture and Trauma Care Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28436,Nimt Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28437,Noida Rural Medical Center,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28438,Nulife Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28439,Om Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28440,Om Sai Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28441,Pragya Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28442,Prakash Hospital Pvt Ltd,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28443,Prakhya Nursing Home,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28444,Prayag Hospital and Research Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28445,Prem Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28446,Raj Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28447,Rashmi Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28448,Ratras Multispeciality and Cosmetic Dental Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28449,Rohitash Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28450,Sakshi Medicare,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28451,Samvedna Hospitals and Research Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28452,Sangal Eye Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28453,Sanjay Medicare Pvt Ltd,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28454,Sanskriti Clinic,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28455,Sarla Medical Centre Pvt Ltd,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28456,Satya Medical Centre(A Unit Of Indu Hospital And Research Centre Private Limited),Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28457,Shakuntala Devi Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28458,Shivalik Medical Center P) Ltd,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28459,Shivam Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28460,Shraddha Medical Nursing Home and Heart Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28461,Shree Om Life Line Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28462,Shriyas Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28463,Singhal Maternity and Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28464,Sukhda General Health Care Center,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28465,Sumitra Nursing Home,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28466,Surbhi Hospital Pvt. Ltd.,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28467,Surya Clinic and Centre For Life Style Diseases,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28468,Tewari Medical Center,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28469,Thyrocare Technologies Limited.,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28470,Tiwari Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28471,Tripathi Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28472,Vibhu Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28473,Vinayak Hospital,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28474,Yatharth Wellness Hospital and Trauma Centre,Uttar Pradesh,Gautam Buddha Nagar,201301,0,9,141
28475,Advanced Polyclinic And Dental Clinic,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28476,Child Care And Dental Health Centre,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28477,Child Medicare Clinic,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28478,Dadoo Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28479,Devdhar Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28480,Dr Anuradha Bishnoi,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28481,Dr. Beena Suri,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28482,Dr. Bhawendra Jha,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28483,Dr. Mrs. Mukul Sarkar,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28484,Dr.(Col)R.S.Dube,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28485,Dr.Pramila Chauhan,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28486,Dr.Rajeev Hospital,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28487,Institute Of Cellular Therapies Pvt.Ltd,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28488,J S Tomar Memorial Hospital Pvt. Ltd. - Noida,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28489,Jeevan Hospital - Noida,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28490,Long Life Hospital,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28491,M B Lal Memorial Clinic Pvt Ltd,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28492,Nagar Hospital,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28493,Noida Medicare Centre Ltd.,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28494,R.N. Clinic,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28495,Shiv Clinic,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28496,Tanvi Clinic And Diagnostic,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28497,Trivari Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28498,Ujjwal Astha Hospital,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28499,Yatharth Hospital,Uttar Pradesh,Gautam Buddha Nagar,201303,0,9,141
28500,Amrapali Hospital,Uttar Pradesh,Gautam Buddha Nagar,201304,0,9,141
28501,Arogya Clinic,Uttar Pradesh,Gautam Buddha Nagar,201304,0,9,141
28502,Dr.Chauhan Poly Clinic,Uttar Pradesh,Gautam Buddha Nagar,201304,0,9,141
28503,Durga Hospital,Uttar Pradesh,Gautam Buddha Nagar,201304,0,9,141
28504,Ganpati Hospitaland Maternity Centre,Uttar Pradesh,Gautam Buddha Nagar,201304,0,9,141
28505,Lokpriya Hospital,Uttar Pradesh,Gautam Buddha Nagar,201304,0,9,141
28506,R.N. Hospital,Uttar Pradesh,Gautam Buddha Nagar,201304,0,9,141
28507,Sheela Medical Center,Uttar Pradesh,Gautam Buddha Nagar,201304,0,9,141
28508,Family Medicare,Uttar Pradesh,Gautam Buddha Nagar,201305,0,9,141
28509,Kailash Hospitals Ltd,Uttar Pradesh,Gautam Buddha Nagar,201305,0,9,141
28510,Pt. Ramgopal Hospital,Uttar Pradesh,Gautam Buddha Nagar,201305,0,9,141
28511,Sai Ashirwad Medical Centre,Uttar Pradesh,Gautam Buddha Nagar,201305,0,9,141
28512,Adarsh Multi Speciality Hospital,Uttar Pradesh,Gautam Buddha Nagar,201306,0,9,141
28513,Astha Hospital,Uttar Pradesh,Gautam Buddha Nagar,201306,0,9,141
28514,Kailash Institute Of Naturopathy Ayurveda And Yoga,Uttar Pradesh,Gautam Buddha Nagar,201306,0,9,141
28515,Navin Hospital,Uttar Pradesh,Gautam Buddha Nagar,201306,0,9,141
28516,Roshan Hospital,Uttar Pradesh,Gautam Buddha Nagar,201306,0,9,141
28517,Sahdeo Hospital Pvt Ltd,Uttar Pradesh,Gautam Buddha Nagar,201306,0,9,141
28518,Sharda Hospital,Uttar Pradesh,Gautam Buddha Nagar,201306,0,9,141
28519,Wadhawan`S Orthopaedic and Medical Centre - Noida,Uttar Pradesh,Gautam Buddha Nagar,201306,0,9,141
28520,Dhama Clinic and Medical Center,Uttar Pradesh,Gautam Buddha Nagar,201307,0,9,141
28521,Facio Maxillary and Dental Health Care,Uttar Pradesh,Gautam Buddha Nagar,201307,0,9,141
28522,Life Care Hospital,Uttar Pradesh,Gautam Buddha Nagar,201307,0,9,141
28523,New Balaji Hospital,Uttar Pradesh,Gautam Buddha Nagar,201307,0,9,141
28524,Shraddha Speciality Hospital,Uttar Pradesh,Gautam Buddha Nagar,201307,0,9,141
28525,Sunrise Poly Clinic,Uttar Pradesh,Gautam Buddha Nagar,201307,0,9,141
28526,Vrl Leg Clinic ( A Unit Of Am Vein Research Institute Pvt Ltd),Uttar Pradesh,Gautam Buddha Nagar,201307,0,9,141
28527,Goyal Hospital and Maternity Centre,Uttar Pradesh,Gautam Buddha Nagar,201309,0,9,141
